strFullTimeStamp;strTimeStampDay;strInstanceName;strHash;numResources;dbMaxX;dbMaxY;iNumThreads;numTasks_UP;dbTasksDensity_UP;numSolutionsFound_UP;dblExecutionTime_UP;iTotServiced_UP;iTotUnserviced_UP;iNumVehiclesUsed_UP;dbTimeWinViolation_UP;dbOperationTime_UP;dbServiceTime_UP;dbWaitingTime_UP;dbTransportTime_UP;dbTotalCosts_UP;dbTraveledDistance_UP;numTasks_P;dbTasksDensity_P;numSolutionsFound_P;dblExecutionTime_P;iTotServiced_P;iTotUnserviced_P;iNumVehiclesUsed_P;dbTimeWinViolation_P;dbOperationTime_P;dbServiceTime_P;dbWaitingTime_P;dbTransportTime_P;dbTotalCosts_P;dbTraveledDistance_P;dbAbsExecTimeDiff;dbPerExecTimeDiff;dbAbsSrvcdTasksDiff;dbPerSrvcdTasksDiff;dbPrecision;dbRecall;dbAbsCorrectlyClassified;dbPerCorrectlyClassified;dbAbsUncorrectlyClassified;dbPerUncorrectlyClassified
28/05/2018 23.17.47;28/05/2018;output/C_Batch10_100_d01/CU8_100_10_20.xml;a1cbe3bb;10;30,89289445448693;32,0;24;100;0,10115594719050744;2;7,073;87;13;10;0,0;5215,63238567305;4829,0;17,62798150045103;369,0044041725978;848,7101295969752;369,0044041725979;94;0,09508659035907699;2;5,995;87;7;10;0,0;5279,928933945643;4881,0;29,374057048444;369,55487689719837;628,2432907252385;369,55487689719905;-1,0780000000000003;-15,241057542768278;0,0;0,0;0,8115248226950353;0,85;85,0;85,0;15,0;15,0
28/05/2018 23.18.06;28/05/2018;output/C_Batch10_100_d01/CU8_100_10_21.xml;e8c0db37;10;32,0;28,44803907718679;24;100;0,10984939916319283;2;8,075;83;17;10;0,0;5177,219915772428;4851,0;3,0901633289196297;323,1297524435085;872,4503315974728;323,1297524435084;90;0,09886445924687355;2;5,506;84;6;10;0,0;5223,902461284231;4911,0;3,653725618743124;309,2487356654883;494,79797706478286;309,2487356654893;-2,568999999999999;-31,814241486068102;1,0;1,2048192771084338;0,8043333333333333;0,83;83,0;83,0;17,0;17,0
28/05/2018 23.18.23;28/05/2018;output/C_Batch10_100_d01/CU8_100_10_22.xml;1d9f623b;10;28,035187143849885;32,0;24;100;0,11146706401371517;2;8,041;86;14;10;0,0;5339,580232195928;4955,0;39,55055149893985;345,0296806969887;828,0712336727722;345,02968069698846;92;0,10254969889261796;2;5,523;88;4;10;0,0;5412,095155339876;5066,0;7,584708463911966;338,51044687596436;473,91462562635127;338,51044687596516;-2,5180000000000007;-31,31451312025868;2,0;2,3255813953488373;0,8902173913043478;0,9;90,0;90,0;10,0;10,0
28/05/2018 23.18.40;28/05/2018;output/C_Batch10_100_d01/CU8_100_10_23.xml;ac4a1a43;10;32,0;32,0;24;100;0,09765625;2;7,072;87;13;10;0,0;5315,97125356207;4968,0;16,24110125899142;331,73015230307766;762,9793502970813;331,7301523030788;96;0,09375;2;6,528;86;10;10;0,0;5259,17578467716;4867,0;27,063757365936112;365,11202731122455;730,2240546224498;365,11202731122484;-0,5440000000000005;-7,6923076923077;-1,0;-1,1494252873563218;0,8353125;0,87;87,0;87,0;13,0;13,0
28/05/2018 23.19.00;28/05/2018;output/C_Batch10_100_d01/CU8_100_10_24.xml;76b8b86e;10;29,887169857213255;27,7446733530816;24;100;0,1205967466911642;2;7,193;86;14;10;0,0;5224,731849274219;4941,0;2,756031434135309;280,97581784008315;674,3419628162003;280,97581784008344;97;0,11697884429042928;2;6,742;86;11;10;0,0;5261,270730764255;4949,0;24,321131795437907;287,9495989688174;604,694157834517;287,9495989688176;-0,4509999999999996;-6,269984707354367;0,0;0,0;0,8469415807560137;0,87;87,0;87,0;13,0;13,0
28/05/2018 23.19.20;28/05/2018;output/C_Batch10_100_d01/CU8_100_10_25.xml;680bf4ff;10;30,71389166777943;29,04842499440003;24;100;0,11208372656556348;2;7,4;84;16;10;0,0;5395,516288019779;5030,0;6,60204600197153;358,91424201780706;933,1770292462979;358,9142420178069;90;0,10087535390900713;2;5,587;85;5;10;0,0;5361,344606892199;5004,0;20,473116287966604;336,8714906042336;505,3072359063495;336,871490604233;-1,8130000000000006;-24,500000000000007;1,0;1,1904761904761905;0,792;0,82;82,0;82,0;18,0;18,0
28/05/2018 23.19.37;28/05/2018;output/C_Batch10_100_d01/CU8_100_10_26.xml;8f6890c7;10;32,0;29,207615578987294;24;100;0,10699264346139248;2;7,3;89;11;10;0,0;5432,202938345025;5114,0;0,0;318,2029383450259;668,2261705245548;318,2029383450261;96;0,10271293772293678;2;6,402;88;8;10;0,0;5403,651360504808;5069,0;0,0;334,6513605048083;602,3724489086549;334,6513605048083;-0,8979999999999997;-12,301369863013695;-1,0;-1,1235955056179776;0,8247916666666667;0,87;87,0;87,0;13,0;13,0
28/05/2018 23.19.57;28/05/2018;output/C_Batch10_100_d01/CU8_100_10_27.xml;244714f2;10;31,48140059795723;31,661137167464478;24;100;0,10032737398453506;2;7,216;85;15;10;0,0;5341,681516160552;5018,0;0,0;323,68151616055206;809,2037904013785;323,6815161605514;94;0,09430773154546296;2;6,051;86;8;10;0,0;5344,485303838999;5018,0;1,6746877320078966;324,8106161069909;584,6591089925846;324,8106161069914;-1,165;-16,144678492239468;1,0;1,1764705882352942;0,8164893617021276;0,85;85,0;85,0;15,0;15,0
28/05/2018 23.20.16;28/05/2018;output/C_Batch10_100_d01/CU8_100_10_28.xml;458c40b4;10;31,905530864963744;31,546842900782508;24;100;0,0993523449280568;2;6,807;89;11;10;0,0;5518,163381330657;5076,0;61,705888952046905;380,4574923786102;798,9607339950824;380,45749237861065;93;0,09239768078309281;2;5,618;90;3;10;0,0;5498,933602553964;5032,0;60,31018991055964;406,623412643405;528,6104364364268;406,6234126434052;-1,189;-17,467313060085207;1,0;1,1235955056179776;0,8605837173579108;0,88;88,0;88,0;12,0;12,0
28/05/2018 23.20.34;28/05/2018;output/C_Batch10_100_d01/CU8_100_10_29.xml;b748a161;10;32,0;32,0;24;100;0,09765625;2;7,482;85;15;10;0,0;5353,202852959881;4947,0;9,852663445848066;396,3501895140332;990,8754737850819;396,35018951403276;92;0,08984375;2;5,711;86;6;10;0,0;5322,3184855552245;4893,0;22,555450376137287;406,7630351790875;650,8208562865399;406,7630351790874;-1,771;-23,67014167334937;1,0;1,1764705882352942;0,7673913043478261;0,81;81,0;81,0;19,0;19,0
